CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,F. ENTRADA EN VIGOR,TIPO NORMA,NORMA INTERNACIONAL,PRODUCTO,CONCORDANCIA,RAE,DEPENDENCIA,CCNN,DOCUMENTO
NOM-159-SEMARNAT-2011,QUE ESTABLECE LOS REQUISITOS DE PROTECCIÓN AMBIENTAL DE LOS SISTEMAS DE LIXIVIACIÓN DE COBRE.,2012-02-13T00:00:00Z,2012-04-13T00:00:00Z,DEFINITIVA,"""BEST AVAILABLE DEMONSTRATED CONTROL TECHNOLOGY""",PROTECCION AMBIENTAL,TOTALMENTE,ACTIVIDADES DEL GOBIERNO,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2010/159sem2012.pdf
NOM-159-SSA1-1996,"BIENES Y SERVICIOS. HUEVO, SUS PRODUCTOS Y DERIVADOS. DISPOSICIONES Y  ESPECIFICACIONES SANITARIAS.",1999-12-02T00:00:00Z,2000-02-02T00:00:00Z,DEFINITIVA,CÓDIGO INTERNACIONAL RECOMENDADO DE PRÁCTICAS DE HIGIENE PARA PRODUCTOS DEL HUEVO. CAC/RCP,HUEVO,PARCIALMENTE,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/1999/159ssa1.pdf
NOM-160-SCFI-2003,PRÁCTICAS COMERCIALES-ELEMENTOS NORMATIVOS PARA LA COMERCIALIZACIÓN DE VEHÍCULOS NUEVOS.,2003-10-20T00:00:00Z,2003-12-20T00:00:00Z,DEFINITIVA,NO COINCIDE CON NORMA INTERNACIONAL ALGUNA,VEHÍCULOS AUTOMOTORES,NO APLICA,"COMERCIO AL POR MENOR DE VEHÍCULOS DE MOTOR, REFACCIONES, COMBUSTIBLES Y LUBRICANTES",SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2003/160scfi.pdf
NOM-160-SCFI-2014,PRÁCTICAS COMERCIALES-ELEMENTOS NORMATIVOS PARA LA COMERCIALIZACIÓN DE VEHÍCULOS NUEVOS.,2014-09-02T00:00:00Z,2014-11-01T00:00:00Z,DEFINITIVA,ESTA NOM NO COINCIDE CON NORMA INTERNACIONAL ALGUNA,INFORMACION COMERCIAL,NO APLICA,"COMERCIO AL POR MENOR DE VEHÍCULOS DE MOTOR, REFACCIONES, COMBUSTIBLES Y LUBRICANTES",SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/160scfi2014.pdf
NOM-161-SCFI-2003,"SEGURIDAD AL USUARIO-JUGUETES-RÉPLICAS DE ARMAS DE FUEGO-ESPECIFICACIONES DE SEGURIDAD Y MÉTODOS DE PRUEBA
",2003-10-20T00:00:00Z,2003-12-20T00:00:00Z,DEFINITIVA,NO ES EQUIVALENTE CON NORMA O LINEAMIENTO INTERNACIONAL ALGUNO,INFORMACION COMERCIAL,NO APLICA,OTRAS INDUSTRIAS MANUFACTURERAS,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2003/161scfi.pdf
NOM-161-SEMARNAT-2011,"QUE ESTABLECE LOS CRITERIOS PARA CLASIFICAR A LOS RESIDUOS DE MANEJO ESPECIAL Y DETERMINAR CUÁLES ESTÁN SUJETOS A PLAN DE MANEJO; EL LISTADO DE LOS MISMOS, EL PROCEDIMIENTO PARA LA INCLUSIÓN O EXCLUSIÓN A DICHO LISTADO; ASÍ COMO LOS ELEMENTOS Y PROCEDIMIENTOS PARA LA FORMULACIÓN DE LOS PLANES DE MANEJO.",2013-02-01T00:00:00Z,2013-07-31T00:00:00Z,DEFINITIVA,ESTA NORMA NO COINCIDE CON NINGUNA NORMA INTERNACIONAL,RESIDUOS PELIGROSOS,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2010/161semarnat2013.pdf
NOM-162-SCFI-2004,"ELECTRÓNICA-AUDIO Y VIDEO-DISCOS COMPACTOS GRABADOS CON AUDIO, VIDEO, DATOS Y/O VIDEOJUEGOS-INFORMACIÓN COMERCIAL E IDENTIFICACIÓN DEL FABRICANTE.",2004-06-01T00:00:00Z,2004-08-01T00:00:00Z,DEFINITIVA,ESTA NORMA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL,INFORMACION COMERCIAL,NO APLICA,"FABRICACIÓN DE EQUIPO DE COMPUTACIÓN, COMUNICACIÓN, DE MEDICIÓN Y DE OTROS EQUIPOS, COMPONENTES Y AC",SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2004/162scfi.pdf
NOM-162-SEMARNAT-2012,"QUE ESTABLECE LAS ESPECIFICACIONES PARA LA PROTECCIÓN, RECUPERACIÓN Y MANEJO DE LAS POBLACIONES DE LAS TORTUGAS MARINAS EN SU HÁBITAT DE ANIDACIÓN.(EL TEXTO CONTIENE EL ACUERDO PUBLICADO EL 08/03/2013 EN EL D. O. F.)",2013-02-01T00:00:00Z,2013-04-02T00:00:00Z,DEFINITIVA,ESTA NORMA NO COINCIDE CON NINGUNA NORMA INTERNACIONAL,PROTECCION ANIMAL,NO APLICA,ACTIVIDADES DEL GOBIERNO,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2010/162semarnat2013.pdf
NOM-163-SEMARNAT-ENER-SCFI-201,"EMISIONES DE BIÓXIDO DE CARBONO (CO2) PROVENIENTES DEL ESCAPE Y SU EQUIVALENCIA EN TÉRMINOS DE RENDIMIENTO DE COMBUSTIBLE, APLICABLE A VEHÍCULOS AUTOMOTORES NUEVOS DE PESO BRUTO VEHICULAR DE HASTA 3 857 KILOGRAMOS.",2013-06-21T00:00:00Z,2013-08-20T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO COINCIDE CON NINGUNA NORMA INTERNACIONAL,PROTECCION AMBIENTAL,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/163semense2013.pdf
NOM-164-SEMAR/SAGAR-2013,"QUE ESTABLECE LAS CARACTERÍSTICAS Y CONTENIDO DEL REPORTE DE RESULTADOS DE LA O LAS LIBERACIONES REALIZADAS DE ORGANISMOS GENÉTICAMENTE MODIFICADOS, EN RELACIÓN CON LOS POSIBLES RIESGOS PARA EL MEDIO AMBIENTE Y LA DIVERSIDAD BIOLÓGICA Y, ADICIONALMENTE, A LA SANIDAD ANIMAL, VEGETAL Y ACUÍCOLA.",2014-01-03T00:00:00Z,2014-03-04T00:00:00Z,DEFINITIVA,ESTA NORMA NO TIENE CONCORDANCIA CON OTRAS NORMAS INTERNACIONALES,PROTECCION AMBIENTAL,NO APLICA,ACTIVIDADES DEL GOBIERNO,SAGARPA,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,
NOM-164-SSA1-2013,BUENAS PRÁCTICAS DE FABRICACIÓN PARA FÁRMACOS.,2013-06-25T00:00:00Z,2013-06-26T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO DE LA NOM,PRODUCCION QUIMICO FARMACEUTICA,PARCIALMENTE,INDUSTRIA QUÍMICA,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2010/164ssa12013.pdf
NOM-165-SEMARNAT-2013,QUE ESTABLECE LA LISTA DE SUSTANCIAS SUJETAS A REPORTE PARA EL REGISTRO DE EMISIONES Y TRANSFERENCIA DE CONTAMINANTES,2014-01-24T00:00:00Z,2014-03-25T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL,PROTECCION AMBIENTAL,NO APLICA,ACTIVIDADES DEL GOBIERNO,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/2010/165semarnat2014.pdf
NOM-166-SCFI-2005,"SEGURIDAD AL USUARIO-CHALECOS ANTIBALAS-ESPECIFICACIONES Y MÉTODOS DE PRUEBA.(PARA SABER LA FECHA DE VIGENCIA, FAVOR DE CONSULTAR EL TEXTO DE LA NOM)",2005-05-23T00:00:00Z,,DEFINITIVA,NO ES EQUIVALENTE CON NINGUNA NORMA INTERNACIONAL,CHALECOS ANTIBALAS,NO APLICA,FABRICACIÓN DE PRENDAS DE VESTIR,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2005/nom166scfi.pdf
NOM-167-SSA1-1997,PARA LA PRESTACIÓN DE SERVICIOS DE ASISTENCIA SOCIAL PARA MENORES Y  ADULTOS MAYORES.,1999-11-17T00:00:00Z,1999-11-18T00:00:00Z,DEFINITIVA,ESTA NORMA NO TIENE CONCORDANCIA CON NORMAS INTERNACIONALES NI MEXICANAS.,SERVICIOS,NO APLICA,OTROS SERVICIOS DE ASISTENCIA SOCIAL,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/1999/167ssa1.pdf
NOM-168-SCFI-2004,"BEBIDAS ALCOHÓLICAS-BACANORA-ESPECIFICACIONES DE ELABORACIÓN, ENVASADO Y ETIQUETADO.",2005-12-14T00:00:00Z,,DEFINITIVA,NO EXISTE CONCORDANCIA CON NORMAS,BACANORA,NO APLICA,INDUSTRIA DE LAS BEBIDAS Y DEL TABACO,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2005/168scfi.pdf
NOM-169-SCFI-2007,CAFÉ CHIAPAS-ESPECIFICACIONES Y MÉTODOS DE PRUEBA.,2007-03-26T00:00:00Z,,DEFINITIVA,NO EXISTE CONCORDANCIA,CAFE,NO APLICA,AGRICULTURA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/169scfi07mod.pdf
NOM-169-SSA1-1998,PARA LA ASISTENCIA SOCIAL ALIMENTARIA A GRUPOS DE RIESGO.,1999-11-19T00:00:00Z,1999-11-20T00:00:00Z,DEFINITIVA,ESTA NORMA NO TIENE CONCORDANCIA CON NORMAS INTERNACIONALES NI MEXICANAS.,PROTECCION HUMANA,NO APLICA,OTROS SERVICIOS DE ASISTENCIA SOCIAL,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/1999/169ssa1.pdf
NOM-173-SCFI-2009,"JUGOS DE FRUTAS PREENVASADOS-DENOMINACIONES, ESPECIFICACIONES FISICOQUÍMICAS, INFORMACIÓN COMERCIAL Y MÉTODOS DE PRUEBA.",2009-08-28T00:00:00Z,2009-10-28T00:00:00Z,DEFINITIVA,"CODEX STAN 247-2005, NORMA GENERAL DEL CODEX PARA ZUMOS (JUGOS) Y NÉCTARES DE FRUTAS.",JUGOS DE FRUTAS,TOTALMENTE,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/nom173scfi09mod.pdf
NOM-174-SCFI-2007,PRÁCTICAS COMERCIALES-ELEMENTOS DE INFORMACIÓN PARA LA PRESTACIÓN DE SERVICIOS EN GENERAL.,2007-11-01T00:00:00Z,2008-01-01T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,INFORMACION COMERCIAL,NO APLICA,SERVICIOS PERSONALES,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2007/174scfi2007.pdf
NOM-174-SSA1-1998,PARA EL MANEJO INTEGRAL DE LA OBESIDAD.,2000-04-12T00:00:00Z,2000-04-13T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,SERVICIOS,NO APLICA,SERVICIOS MÉDICOS DE CONSULTA EXTERNA Y SERVICIOS RELACIONADOS,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2000/174ssa1.pdf
NOM-177-SSA1-2013,"QUE ESTABLECE LAS PRUEBAS Y PROCEDIMIENTOS PARA DEMOSTRAR QUE UN MEDICAMENTO ES INTERCAMBIABLE. REQUISITOS A QUE DEBEN SUJETARSE LOS TERCEROS AUTORIZADOS QUE REALICEN LAS PRUEBAS DE INTERCAMBIABILIDAD. REQUISITOS PARA REALIZAR LOS ESTUDIOS DE BIOCOMPARABILIDAD. REQUISITOS A QUE DEBEN SUJETARSE LOS TERCEROS AUTORIZADOS, CENTROS DE INVESTIGACIÓN O INSTITUCIONES HOSPITALARIAS QUE REALICEN LAS PRUEBAS DE BIOCOMPARABILIDAD.",2013-09-20T00:00:00Z,2013-11-19T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,MEDICAMENTOS,NO APLICA,INDUSTRIA QUÍMICA,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2010/177ssa12013.pdf
NOM-179-SCFI-2007,SERVICIOS DE MUTUO CON INTERÉS Y GARANTÍA PRENDARIA.,2007-11-01T00:00:00Z,2008-01-01T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,SERVICIOS,NO APLICA,SERVICIOS PERSONALES,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2007/179scfi2007.pdf
NOM-179-SSA1-1998,"VIGILANCIA Y EVALUACIÓN DEL CONTROL DE CALIDAD DEL AGUA PARA USO Y CONSUMO HUMANO, DISTRIBUIDA POR SISTEMAS DE ABASTECIMIENTO PÚBLICO.",2001-09-24T00:00:00Z,2001-12-17T00:00:00Z,DEFINITIVA,NO ES EQUIVALENTE A NINGUNA NORMA INTERNACIONAL,AGUA,NO APLICA,AGUA Y SUMINISTRO DE GAS POR DUCTOS,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2001/179ssa1.pdf
NOM-181-SCFI-2010,"YOGURT-DENOMINACIÓN, ESPECIFICACIONES FISICOQUÍMICAS Y MICROBIOLÓGICAS, INFORMACIÓN COMERCIAL Y MÉTODOS DE PRUEBA.(CONTIENE TRES RESOLUCIONES DE MODIFICACIÓN LA ÚLTIMA DEL 14/11/2012)",2010-11-16T00:00:00Z,2011-01-16T00:00:00Z,DEFINITIVA,CODEX STAN 243-2003,YOGURT,PARCIALMENTE,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/181scfi2012mod2.pdf
NOM-182-SCFI-2011,"VAINILLA DE PAPANTLA, EXTRACTOS Y DERIVADOS-ESPECIFICACIONES, INFORMACIÓN COMERCIAL Y MÉTODOS DE ENSAYO (PRUEBA).",2011-08-18T00:00:00Z,2011-10-18T00:00:00Z,DEFINITIVA,ISO 3493:1999 VANILLA-VOCABULARY.,VAINILLA,TOTALMENTE,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/182scfi2011.pdf
NOM-182-SSA1-2010,ETIQUETADO DE NUTRIENTES VEGETALES.,2011-04-21T00:00:00Z,2012-04-15T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO DE LA NORMA.,INFORMACION COMERCIAL,PARCIALMENTE,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2010/182ssa1011.pdf
NOM-183-SCFI-2012,"PRODUCTO LÁCTEO Y PRODUCTO LÁCTEO COMBINADO-DENOMINACIONES, ESPECIFICACIONES FISICOQUÍMICAS, INFORMACIÓN COMERCIAL Y MÉTODOS DE PRUEBA.",2012-05-03T00:00:00Z,2012-10-30T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO ES EQUIVALENTE CON NINGUNA NORMA INTERNACIONAL,PRODUCTOS LACTEOS,NO APLICA,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/183scfi2012.pdf
NOM-184-SCFI-2012,PRÁCTICAS COMERCIALES-ELEMENTOS NORMATIVOS PARA LA COMERCIALIZACIÓN Y/O PRESTACIÓN DE LOS SERVICIOS DE TELECOMUNICACIONES CUANDO UTILICEN UNA RED PÚBLICA DE TELECOMUNICACIONES.,2012-08-24T00:00:00Z,2012-10-23T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO COINCIDE CON NORMA INTERNACIONAL.,INFORMACION COMERCIAL,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/184scfi2012.pdf
NOM-185-SCFI-2012,"PROGRAMAS INFORMÁTICOS Y SISTEMAS ELECTRÓNICOS QUE CONTROLAN EL FUNCIONAMIENTO DE LOS SISTEMAS PARA MEDICIÓN Y DESPACHO DE GASOLINA Y OTROS COMBUSTIBLES LÍQUIDOS-ESPECIFICACIONES, MÉTODOS DE PRUEBA Y DE VERIFICACIÓN.",2012-08-27T00:00:00Z,2012-10-26T00:00:00Z,DEFINITIVA,"1 OIML D 31 EDICIÓN 2008, WELMEC 7.2 (EDICIÓN 4).",INSTRUMENTOS DE MEDICION,PARCIALMENTE,"FABRICACIÓN DE EQUIPO DE COMPUTACIÓN, COMUNICACIÓN, DE MEDICIÓN Y DE OTROS EQUIPOS, COMPONENTES Y AC",SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/185scfi2012.pdf
NOM-186-SSA1/SCFI-2013,"CACAO, CHOCOLATE Y PRODUCTOS SIMILARES, Y DERIVADOS DEL CACAO. ESPECIFICACIONES SANITARIAS. DENOMINACIÓN COMERCIAL. MÉTODOS DE PRUEBA.",2014-02-17T00:00:00Z,2014-09-25T00:00:00Z,DEFINITIVA,CODEX STAN 141-1983 REV. 1-2001.,CACAO,PARCIALMENTE,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE ECONOMÍA,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2010/186sscfi2014.pdf
NOM-187-SSA1/SCFI-2002,"PRODUCTOS Y SERVICIOS. MASA, TORTILLAS, TOSTADAS Y HARINAS PREPARADAS PARA SU ELABORACIÓN Y ESTABLECIMIENTOS DONDE SE PROCESAN. ESPECIFICACIONES SANITARIAS. INFORMACIÓN COMERCIAL. MÉTODOS DE PRUEBA.",2003-08-18T00:00:00Z,2004-02-14T00:00:00Z,DEFINITIVA,ESTA NORMA NO ES EQUIVALENTE CON NORMAS INTERNACIONALES O MEXICANAS.,MAIZ,NO APLICA,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/187sscfi02mod.pdf
NOM-188-SCFI-2012,"MANGO ATAULFO DEL SOCONUSCO, CHIAPAS (MANGIFERA CAESIA JACK EX WALL)-ESPECIFICACIONES Y MÉTODOS DE PRUEBA.",2012-11-29T00:00:00Z,,DEFINITIVA,LA PRESENTE NORMA OFICIAL MEXICANA NO COINCIDE CON NINGUNA NORMA INTERNACIONAL.,MANGO,NO APLICA,AGRICULTURA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/188scfi2012.pdf
NOM-189-SCFI-2012,CHILE HABANERO DE LA PENÍNSULA DE YUCATÁN (CAPSICUM CHINENSE JACQ.)-ESPECIFICACIONES Y MÉTODOS DE PRUEBA.,2012-11-30T00:00:00Z,,DEFINITIVA,ISO 7543-1:1994 Y 7543-2:1993 DE LA OIN.,CHILE HABANERO,PARCIALMENTE,AGRICULTURA,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/189scfi2012.pdf
NOM-189-SSA1/SCFI-2002,PRODUCTOS Y SERVICIOS. ETIQUETADO Y ENVASADO PARA PRODUCTOS DE ASEO DE USO DOMÉSTICO.,2002-12-02T00:00:00Z,2004-05-06T00:00:00Z,DEFINITIVA,ESTA NORMA NO ES EQUIVALENTE A NINGUNA NORMA INTERNACIONA,ENVASES,NO APLICA,"COMERCIO AL POR MENOR DE ENSERES DOMÉSTICOS, COMPUTADORAS Y ARTÍCULOS PARA LA DECORACIÓN DE INTERIOR",SECRETARÍA DE SALUD,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2002/189sascfi.pdf
NOM-190-SCFI-2012,"MEZCLA DE LECHE CON GRASA VEGETAL-DENOMINACIONES, ESPECIFICACIONES FISICOQUÍMICAS, INFORMACIÓN COMERCIAL Y MÉTODOS DE PRUEBA.",2012-08-31T00:00:00Z,2012-10-30T00:00:00Z,DEFINITIVA,"CODEX STAN 250-2006, CODEX STAN 251-2006, CODEX STAN 252-2006",INFORMACION COMERCIAL,PARCIALMENTE,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/190scfi2012.pdf
NOM-192-SCFI/SCT1-2013,TELECOMUNICACIONES-APARATOS DE TELEVISIÓN Y DECODIFICADORES-ESPECIFICACIONES.,2013-10-14T00:00:00Z,2013-12-13T00:00:00Z,DEFINITIVA,LA PRESENTE NORMA OFICIAL MEXICANA NO COINCIDE CON NINGUNA NORMA INTERNACIONAL.,APARATOS DE TELEVISION,NO APLICA,"RADIO, TELEVISIÓN Y OTRAS TELECOMUNICACIONES",S. COMUNICACIONES Y TRANSPORTES,CCNN DE TELECOMUNICACIONES (SCT1),http://www.economia-noms.gob.mx/normas/noms/2010/192secsct12013.pdf
NOM-194-SSA1-2004,"PRODUCTOS Y SERVICIOS. ESPECIFICACIONES SANITARIAS EN LOS ESTABLECIMIENTOS DEDICADOS AL SACRIFICIO Y FAENADO DE ANIMALES PARA ABASTO, ALMACENAMIENTO, TRANSPORTE Y EXPENDIO. ESPECIFICACIONES SANITARIAS DE PRODUCTOS.(CONTIENE DOS MODIFICACIONES)
",2004-09-18T00:00:00Z,2005-09-18T00:00:00Z,DEFINITIVA,ESTA NORMA NO ES EQUIVALENTE A NINGUNA NORMA INTERNACIONAL,SERVICIOS,NO APLICA,GANADERÍA,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2004/194ssa1.pdf
NOM-199-SSA1-2000,SALUD AMBIENTAL. NIVELES DE PLOMO EN SANGRE Y ACCIONES COMO CRITERIOS PARA PROTEGER LA SALUD DE LA POBLACIÓN EXPUESTA NO OCUPACIONALMENTE.,2002-10-18T00:00:00Z,2002-10-19T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO DE LA NOM,PROTECCION HUMANA,PARCIALMENTE,SERVICIOS MÉDICOS DE CONSULTA EXTERNA Y SERVICIOS RELACIONADOS,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2002/199ssa1.pdf
NOM-201-SSA1-2002,"PRODUCTOS Y SERVICIOS. AGUA Y HIELO PARA CONSUMO HUMANO, ENVASADOS Y A GRANEL. ESPECIFICACIONES SANITARIAS.(EL APARTADO DE ETIQUETADO ENTRARÁ EN VIGOR A LOS 120 DIAS DEPUES DE LA PUBLICACIÓN EN EL D. O. F. )(CONTIENE DOS MODIFICACIONES)",2002-10-18T00:00:00Z,2003-01-13T00:00:00Z,DEFINITIVA,ESTA NORMA NO ES EQUIVALENTE A NINGUNA NORMA INTERNACIONAL,AGUA,NO APLICA,OTRAS INDUSTRIAS MANUFACTURERAS,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2002/201ssa1.pdf
NOM-213-SSA1-2002,PRODUCTOS Y SERVICIOS. PRODUCTOS CARNICOS PROCESADOS. ESPECIFICACIONES SANITARIAS. METODOS DE PRUEBA.(CONTIENE TRES MODIFICACIONES),2005-07-11T00:00:00Z,2005-10-04T00:00:00Z,DEFINITIVA,CONSULTAR EL TEXTO DE LA NOM,"CARNE (BOVINO, EQUINO, OVINO Y PORCINO)",TOTALMENTE,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2005/nom-213-ssa1-200.pdf
NOM-218-SSA1-2011,"PRODUCTOS Y SERVICIOS. BEBIDAS SABORIZADAS NO ALCOHÓLICAS, SUS CONGELADOS, PRODUCTOS CONCENTRADOS PARA PREPARARLAS Y BEBIDAS ADICIONADAS CON CAFEÍNA. ESPECIFICACIONES Y DISPOSICIONES SANITARIAS. MÉTODOS DE PRUEBA.",2012-02-10T00:00:00Z,2013-02-09T00:00:00Z,DEFINITIVA,ESTA NORMA NO ES EQUIVALENTE CON NINGUNA NORMA INTERNACIONAL.,BEBIDAS,NO APLICA,INDUSTRIA ALIMENTARÍA,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2010/218ssa12012.pdf
